Name,CAS,Cnumber,Hnumber,Onumber,Nnumber,Ringnumber,Molmass,Phase,Tchar,thetachar,DeltaCp,phi0,Annotation
C19,629-92-5,19,40,0,0,0,268.5209,FS5ms,251.8,40.21,159.47,0.001,Leppert2020b
C20,112-95-8,20,42,0,0,0,282.54748,FS5ms,262.81,40.67,164.99,0.001,Leppert2020b
C21,629-94-7,21,44,0,0,0,296.57406,FS5ms,273.39,41.43,179.47,0.001,Leppert2020b
C22,629-97-0,22,46,0,0,0,310.60064,FS5ms,283.55,41.89,183.35,0.001,Leppert2020b
C23,638-67-5,23,48,0,0,0,324.62722,FS5ms,293.11,42.25,188.99,0.001,Leppert2020b
C24*,646-31-1,24,50,0,0,0,338.6538,FS5ms,302.05,42.21,188.53,0.001,Leppert2020b
C25*,629-99-2,25,52,0,0,0,352.68038,FS5ms,310.67,42.26,189.51,0.001,Leppert2020b
C26*,630-1-3,26,54,0,0,0,366.70696,FS5ms,320.42,44.16,216.77,0.001,Leppert2020b
C27*,593-49-7,27,56,0,0,0,380.73354,FS5ms,326.62,41.9,184.17,0.001,Leppert2020b
C28*,630-2-4,28,58,0,0,0,394.76012,FS5ms,334.19,41.82,183.91,0.001,Leppert2020b
C29*,630-3-5,29,60,0,0,0,408.7867,FS5ms,341.4,41.67,183.07,0.001,Leppert2020b
C30*,638-68-6,30,62,0,0,0,422.81328,FS5ms,348.39,41.57,183.28,0.001,Leppert2020b
C8,111-65-9,8,18,0,0,0,114.22852,Rxi17SilMS,45.508,24.905,149.92,0.001,Marquart2020
C9,111-84-2,9,20,0,0,0,128.2551,Rxi17SilMS,65.781,26.946,94.747,0.001,Marquart2020
alpha-Pinen,80-56-8,10,16,0,0,2,136.23404,Rxi17SilMS,83.227,29.989,82.196,0.001,Marquart2020
C10,124-18-5,10,22,0,0,0,142.28168,Rxi17SilMS,85.071,27.71,85.412,0.001,Marquart2020
beta-Pinene,127-91-3,10,16,0,0,2,136.23404,Rxi17SilMS,96.536,31.149,72.551,0.001,Marquart2020
C11,1120-21-4,11,24,0,0,0,156.30826,Rxi17SilMS,102.86,28.28,86.37,0.001,Marquart2020
Limonene,138-86-3,10,16,0,0,1,136.23404,Rxi17SilMS,106.14,30.828,80.646,0.001,Marquart2020
Benzaldehyd,100-52-7,7,6,1,0,1,106.12194,Rxi17SilMS,116.86,32.053,79.19,0.001,Marquart2020
C12,112-40-3,12,26,0,0,0,170.33484,Rxi17SilMS,119.42,28.859,91.18,0.001,Marquart2020
Terpinolene,586-62-9,10,16,0,0,1,136.23404,Rxi17SilMS,119.46,31.285,75.193,0.001,Marquart2020
Linalool,78-70-6,10,18,1,0,0,154.24932,Rxi17SilMS,120.72,29.529,89.817,0.001,Marquart2020
Benzylalkohol,100-51-6,7,8,1,0,1,108.13782,Rxi17SilMS,129.2,32.206,82.837,0.001,Marquart2020
Salicylaldehyd,90-2-8,7,6,2,0,1,122.12134,Rxi17SilMS,131.98,33.175,73.498,0.001,Marquart2020
C13,629-50-5,13,28,0,0,0,184.36142,Rxi17SilMS,134.92,29.312,91.168,0.001,Marquart2020
Menthol,1490-4-6,10,20,1,0,1,156.2652,Rxi17SilMS,137.3,31.874,78.524,0.001,Marquart2020
Citronellol,106-22-9,10,20,1,0,0,156.2652,Rxi17SilMS,143.1,30.488,98.71,0.001,Marquart2020
Methyl-2-Octyonate,111-12-6,9,14,2,0,0,154.20626,Rxi17SilMS,147.71,29.752,64.164,0.001,Marquart2020
C14,629-59-4,14,30,0,0,0,198.388,Rxi17SilMS,149.73,30.18,98.129,0.001,Marquart2020
Geraniol,106-24-1,10,18,1,0,0,154.24932,Rxi17SilMS,150.5,31.082,95.209,0.001,Marquart2020
Citral A,5392-40-5,10,16,1,0,0,152.23344,Rxi17SilMS,152.75,31.575,96.361,0.001,Marquart2020
Methylsalicylat,119-36-8,8,8,3,0,1,152.14732,Rxi17SilMS,154.11,34.123,95.508,0.001,Marquart2020
Citral B,106-26-3,10,16,1,0,0,152.23344,Rxi17SilMS,157.47,31.541,100.78,0.001,Marquart2020
Isobornylacetat,76-49-3,12,20,2,0,2,196.286,Rxi17SilMS,157.55,33.044,81.267,0.001,Marquart2020
Carvone,99-49-0,10,14,1,0,1,150.21756,Rxi17SilMS,160.07,33.285,82.81,0.001,Marquart2020
Hydroxycitronellal,107-75-5,10,20,2,0,0,172.2646,Rxi17SilMS,160.17,31.103,112.47,0.001,Marquart2020
C15,629-62-9,15,32,0,0,0,212.41458,Rxi17SilMS,163.32,30.464,110.07,0.001,Marquart2020
Anethol,4180-23-8,10,12,1,0,1,148.20168,Rxi17SilMS,166.73,33.185,85.2,0.001,Marquart2020
beta-Caryophyllene,87-44-5,15,24,0,0,2,204.35106,Rxi17SilMS,172.85,34.686,61.769,0.001,Marquart2020
d-Damascone,57378-68-4,13,18,1,0,1,190.28,Rxi17SilMS,173.3,34.657,113.26,0.001,Marquart2020
Anisalkohol,105-13-5,8,10,2,0,1,138.1638,Rxi17SilMS,174.13,33.262,81.445,0.001,Marquart2020
Cinnamaldehyde,104-55-2,9,8,1,0,1,132.15922,Rxi17SilMS,174.36,34.54,88.449,0.001,Marquart2020
Ebanol A,67801-20-1,14,24,1,0,1,208.33976,Rxi17SilMS,175.01,33.36,98.393,0.001,Marquart2020
C16,544-76-3,16,34,0,0,0,226.44116,Rxi17SilMS,176.25,30.635,102.94,0.001,Marquart2020
Ebanol B,67801-20-1,14,24,1,0,1,208.33976,Rxi17SilMS,176.36,33.328,101.4,0.001,Marquart2020
alpha Damascone,35044-63-4,13,18,1,0,1,190.28,Rxi17SilMS,176.46,33.705,93.343,0.001,Marquart2020
Cinnamylalkohol A,104-54-1,9,10,1,0,1,134.1751,Rxi17SilMS,177.17,34.332,87.288,0.001,Marquart2020
Eugenol,97-53-0,10,12,2,0,1,164.20108,Rxi17SilMS,178.4,34.047,93.48,0.001,Marquart2020
E-beta-Damascone,23726-93-4,13,18,1,0,1,190.28142,Rxi17SilMS,179.92,33.969,92.213,0.001,Marquart2020
Cinnamylalkohol B,104-54-1,9,10,1,0,1,134.1751,Rxi17SilMS,180.76,33.829,87.665,0.001,Marquart2020
Majantol,103694-68-4,12,18,1,0,1,178.27,Rxi17SilMS,183.58,34.558,96.669,0.001,Marquart2020
Isomethyl-alpha-Ionon,127-51-5,14,22,1,0,1,206.32388,Rxi17SilMS,184.71,34.197,95.213,0.001,Marquart2020
C17,629-78-7,17,36,0,0,0,240.46774,Rxi17SilMS,188.54,31.069,110.15,0.001,Marquart2020
Isoeugenol,97-54-1,10,12,2,0,1,164.20108,Rxi17SilMS,193.83,34.728,92.015,0.001,Marquart2020
C18,593-45-3,18,38,0,0,0,254.49432,Rxi17SilMS,200.23,31.415,114.41,0.001,Marquart2020
Amylsalicylate,2050-8-0,12,16,3,0,1,208.25364,Rxi17SilMS,202.07,35.067,100.5,0.001,Marquart2020
Farnesol A,4602-84-0,15,26,1,0,0,222.36634,Rxi17SilMS,210.18,33.545,115.85,0.001,Marquart2020
Coumarin,91-64-5,9,6,2,0,2,146.14274,Rxi17SilMS,210.54,38.708,93.95,0.001,Marquart2020
C19,629-92-5,19,40,0,0,0,268.5209,Rxi17SilMS,211.31,31.618,112.71,0.001,Marquart2020
Iso E Super A,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,213.41,37.053,101.05,0.001,Marquart2020
Amylcinnamylalkohol A,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,213.44,33.608,93.779,0.001,Marquart2020
Santalol A,115-71-9,15,24,1,0,3,220.35046,Rxi17SilMS,213.9,36.386,104.29,0.001,Marquart2020
Iso E Super B,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,214.72,37.385,103.16,0.001,Marquart2020
Santalol B,115-71-9,15,24,1,0,3,220.35046,Rxi17SilMS,214.91,35.986,107.63,0.001,Marquart2020
Farnesol B,4602-84-0,15,26,1,0,0,222.36634,Rxi17SilMS,215.35,35.982,156.36,0.001,Marquart2020
Amylcinnamylaldehyd,122-40-7,14,18,1,0,1,202.29212,Rxi17SilMS,215.63,35.611,109.29,0.001,Marquart2020
Isoeugenylacetat,93-29-8,12,14,3,0,1,206.23776,Rxi17SilMS,216.5,34.412,118.98,0.001,Marquart2020
Iso E Super C,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,217.2,38.245,102.52,0.001,Marquart2020
3-Propylidenephthalide,17369-59-4,11,10,2,0,2,174.1959,Rxi17SilMS,218.14,37.653,92.163,0.001,Marquart2020
Iso E Super D,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,218.27,37.694,108.2,0.001,Marquart2020
Santalol C,37172-32-0,15,24,1,0,2,220.35046,Rxi17SilMS,219.54,37.114,130.18,0.001,Marquart2020
Amylcinnamylalkohol B,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,219.77,35.38,113.0,0.001,Marquart2020
Santalol D,37172-32-0,15,24,1,0,2,220.35046,Rxi17SilMS,221.36,37.124,126.57,0.001,Marquart2020
C20,112-95-8,20,42,0,0,0,282.54748,Rxi17SilMS,221.86,31.821,113.51,0.001,Marquart2020
Amylcinnamylalkohol C,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,223.2,36.877,124.46,0.001,Marquart2020
alpha-Acetylcedrene A,32388-55-9,17,26,1,0,3,246.4,Rxi17SilMS,229.4,37.845,97.227,0.001,Marquart2020
alpha-Acetylcedrene B,32388-55-9,17,26,1,0,3,246.4,Rxi17SilMS,231.8,39.798,113.08,0.001,Marquart2020
C21,629-94-7,21,44,0,0,0,296.57406,Rxi17SilMS,231.93,31.968,111.34,0.001,Marquart2020
alpha-Acetylcedrene C,32388-55-9,17,26,1,0,3,246.4,Rxi17SilMS,233.56,42.874,234.46,0.001,Marquart2020
C22,629-97-0,22,46,0,0,0,310.60064,Rxi17SilMS,241.56,32.126,113.38,0.001,Marquart2020
Benzylbenzoate,120-51-4,14,12,2,0,2,212.24388,Rxi17SilMS,241.68,37.953,101.99,0.001,Marquart2020
Hexadecanolaceton,36653-82-4,16,34,1,0,0,242.44056,Rxi17SilMS,247.68,38.909,95.377,0.001,Marquart2020
C23,638-67-5,23,48,0,0,0,324.62722,Rxi17SilMS,250.79,32.255,112.43,0.001,Marquart2020
Benzylsalicylate,118-58-1,14,12,3,0,2,228.24328,Rxi17SilMS,252.8,38.738,99.954,0.001,Marquart2020
C24,646-31-1,24,50,0,0,0,338.6538,Rxi17SilMS,259.66,32.403,113.42,0.001,Marquart2020
C25,629-99-2,25,52,0,0,0,352.68038,Rxi17SilMS,268.17,32.555,115.42,0.001,Marquart2020
C26,630-1-3,26,54,0,0,0,366.70696,Rxi17SilMS,276.33,32.609,113.85,0.001,Marquart2020
Benzylcinnamate,103-41-3,16,14,2,0,2,238.28116,Rxi17SilMS,278.55,39.24,116.97,0.001,Marquart2020
C27,593-49-7,27,56,0,0,0,380.73354,Rxi17SilMS,284.24,32.804,120.87,0.001,Marquart2020
C28,630-2-4,28,58,0,0,0,394.76012,Rxi17SilMS,291.9,33.056,131.05,0.001,Marquart2020
C29,630-3-5,29,60,0,0,0,408.7867,Rxi17SilMS,299.42,33.386,140.54,0.001,Marquart2020
C30,638-68-6,30,62,0,0,0,422.81328,Rxi17SilMS,306.72,33.763,152.99,0.001,Marquart2020
2-Methylhexane,591-76-4,7,16,0,0,0,100.20194,SLB5ms,36.388,24.83,60.547,0.001,McGinitie2011
3-Hexanol,623-37-0,6,14,1,0,0,102.17476,SLB5ms,66.89,26.261,77.467,0.001,McGinitie2011
"2,6-Dimethyloctane",2051-30-1,10,22,0,0,0,142.28168,SLB5ms,94.302,28.288,72.066,0.001,McGinitie2011
4-Nonanol,5932-79-6,9,20,1,0,0,144.2545,SLB5ms,123.31,29.621,90.583,0.001,McGinitie2011
1-Undecanol,112-42-5,11,24,1,0,0,172.30766,SLB5ms,170.7,32.997,108.93,0.001,McGinitie2011
1-Dodecanol,112-53-8,12,26,1,0,0,186.33424,SLB5ms,184.9,33.721,114.09,0.001,McGinitie2011
1-Tridecanol,112-70-9,13,28,1,0,0,200.36082,SLB5ms,198.28,34.303,118.02,0.001,McGinitie2011
1-Tetradecanol,112-72-1,14,30,1,0,0,214.3874,SLB5ms,210.96,34.843,122.57,0.001,McGinitie2011
2-Methylhexane,591-76-4,7,16,0,0,0,100.20194,SPB50,19.165,24.824,30.319,0.001,McGinitie2011
3-Hexanol,623-37-0,6,14,1,0,0,102.17476,SPB50,69.071,26.719,71.925,0.001,McGinitie2011
"2,6-Dimethyloctane",2051-30-1,10,22,0,0,0,142.28168,SPB50,77.821,27.666,55.746,0.001,McGinitie2011
4-Nonanol,5932-79-6,9,20,1,0,0,144.2545,SPB50,122.07,29.864,85.395,0.001,McGinitie2011
2-Methylhexane,591-76-4,7,16,0,0,0,100.20194,Wax,-5.6982,20.92,92.391,0.001,McGinitie2011
"2,6-Dimethyloctane",2051-30-1,10,22,0,0,0,142.28168,Wax,50.592,26.687,50.935,0.001,McGinitie2011
3-Hexanol,623-37-0,6,14,1,0,0,102.17476,Wax,100.31,28.72,81.202,0.001,McGinitie2011
4-Nonanol,5932-79-6,9,20,1,0,0,144.2545,Wax,144.17,31.253,93.406,0.001,McGinitie2011
2-Undecanone,112-12-9,11,22,1,0,0,170.29178,Wax,164.18,34.014,80.2,0.001,McGinitie2012a
2-Dodecanone,6175-49-1,12,24,1,0,0,184.31836,Wax,177.54,34.551,85.9,0.001,McGinitie2012a
2-Tridecanone,593-8-8,13,26,1,0,0,198.34494,Wax,190.26,35.074,91.7,0.001,McGinitie2012a
1-Undecanol,112-42-5,11,24,1,0,0,172.30766,Wax,193.86,34.335,110.6,0.001,McGinitie2012a
1-Dodecanol,112-53-8,12,26,1,0,0,186.33424,Wax,205.64,34.943,114.6,0.001,McGinitie2012a
1-Tridecanol,112-70-9,13,28,1,0,0,200.36082,Wax,215.36,35.27,119.2,0.001,McGinitie2012a
2-undecanone,112-12-9,11,22,1,0,0,170.29178,SLB5ms,153.22,30.891,99.8,0.001,McGinitie2014a
2-dodecanone,6175-49-1,12,24,1,0,0,184.31836,SLB5ms,168.2,30.662,83.62,0.001,McGinitie2014a
2-tridecanone,593-8-8,13,26,1,0,0,198.34494,SLB5ms,181.88,32.215,110.93,0.001,McGinitie2014a
2-dodecanone,6175-49-1,12,24,1,0,0,184.31836,SPB50,182.53,40.24,169.2,0.001,McGinitie2014a
1-dodecanol,112-53-8,12,26,1,0,0,186.33424,SPB50,192.26,40.799,169.25,0.001,McGinitie2014a
1-tetradecanol,112-72-1,14,30,1,0,0,214.3874,Wax,221.18,33.717,88.75,0.001,McGinitie2014a
2-Ethylhexanoic acid,149-57-5,8,16,2,0,0,144.21144,SLB5ms,125.32,26.606,5.97,0.001,McGinitie2014b
Nonanal,124-19-6,9,18,1,0,0,142.23862,SLB5ms,125.91,28.261,23.39,0.001,McGinitie2014b
"2,6-Dimethylphenol",576-26-1,8,10,1,0,1,122.1644,SLB5ms,127.75,30.795,109.6,0.001,McGinitie2014b
"2,6-Dimethylaniline",87-62-7,8,11,0,1,1,121.17964,SLB5ms,139.19,31.098,39.46,0.001,McGinitie2014b
C10 acid methyl ester,110-42-9,11,22,2,0,0,186.29118,SLB5ms,159.11,29.153,58.77,0.001,McGinitie2014b
C11 acid methyl ester,1731-86-8,12,24,2,0,0,200.31776,SLB5ms,173.2,29.326,41.88,0.001,McGinitie2014b
Dicyclohexylamine,101-83-7,12,23,0,1,2,181.31772,SLB5ms,178.07,32.484,45.16,0.001,McGinitie2014b
C12 acid methyl ester,111-82-0,13,26,2,0,0,214.34434,SLB5ms,186.61,30.232,74.8,0.001,McGinitie2014b
2378-TCDF,51207-31-9,12,4,1,0,3,305.97156,RtxDioxin2,284.38,38.458,77.408,0.0005555555555555556,Stultz2020
2378-TCDD,1746-1-6,12,4,2,0,3,321.97096,RtxDioxin2,287.1,38.123,67.43,0.0005555555555555556,Stultz2020
12378-PCDF,57117-41-6,12,3,1,0,3,340.41662,RtxDioxin2,300.09,39.913,87.967,0.0005555555555555556,Stultz2020
23478-PCDF,57117-31-4,12,3,1,0,3,340.41662,RtxDioxin2,302.54,39.542,92.374,0.0005555555555555556,Stultz2020
12378-PCDD,40321-76-4,12,3,2,0,3,356.41602,RtxDioxin2,305.05,39.831,101.02,0.0005555555555555556,Stultz2020
123678-HxCDF,57117-44-9,12,2,1,0,3,374.86168,RtxDioxin2,316.19,40.743,102.1,0.0005555555555555556,Stultz2020
123478-HxCDF,70648-26-9,12,2,1,0,3,374.86168,RtxDioxin2,318.19,41.712,111.16,0.0005555555555555556,Stultz2020
123478-HxCDD,39227-28-6,12,2,2,0,3,390.86108,RtxDioxin2,319.28,40.653,113.74,0.0005555555555555556,Stultz2020
234678-HxCDF,60851-34-5,12,2,1,0,3,374.86168,RtxDioxin2,319.9,40.906,104.26,0.0005555555555555556,Stultz2020
123678-HxCDD,57653-85-7,12,2,2,0,3,390.86108,RtxDioxin2,321.1,40.619,107.76,0.0005555555555555556,Stultz2020
123789-HxCDD,19408-74-3,12,2,2,0,3,390.86108,RtxDioxin2,322.47,40.459,91.293,0.0005555555555555556,Stultz2020
123789-HxCDF,72918-21-9,12,2,1,0,3,374.9,RtxDioxin2,325.41,42.005,100.94,0.0005555555555555556,Stultz2020
1234678-HpCDF,67562-39-4,12,1,1,0,3,409.30674,RtxDioxin2,334.39,42.595,112.83,0.0005555555555555556,Stultz2020
1234678-HPCDD,35822-46-9,12,1,2,0,3,425.30614,RtxDioxin2,338.21,42.144,118.07,0.0005555555555555556,Stultz2020
1234789-HpCDF,55673-89-7,12,1,1,0,3,409.3,RtxDioxin2,342.1,43.507,117.57,0.0005555555555555556,Stultz2020
2378-TCDF,51207-31-9,12,4,1,0,3,305.97156,Rxi17SilMS,301.72,46.438,217.92,0.001,Stultz2020
2378-TCDD,1746-1-6,12,4,2,0,3,321.97096,Rxi17SilMS,303.23,46.727,222.25,0.001,Stultz2020
12378-PCDF,57117-41-6,12,3,1,0,3,340.41662,Rxi17SilMS,319.96,49.148,197.05,0.001,Stultz2020
12378-PCDD,40321-76-4,12,3,2,0,3,356.41602,Rxi17SilMS,322.52,48.528,207.53,0.001,Stultz2020
23478-PCDF,57117-31-4,12,3,1,0,3,340.41662,Rxi17SilMS,324.29,48.508,190.9,0.001,Stultz2020
123678-HxCDF,57117-44-9,12,2,1,0,3,374.86168,Rxi17SilMS,339.57,50.303,177.68,0.001,Stultz2020
123478-HxCDF,70648-26-9,12,2,1,0,3,374.86168,Rxi17SilMS,339.59,51.592,189.49,0.001,Stultz2020
123678-HxCDD,57653-85-7,12,2,2,0,3,390.86108,Rxi17SilMS,340.13,49.257,189.4,0.001,Stultz2020
123478-HxCDD,39227-28-6,12,2,2,0,3,390.86108,Rxi17SilMS,340.86,50.873,200.38,0.001,Stultz2020
234678-HxCDF,60851-34-5,12,2,1,0,3,374.86168,Rxi17SilMS,344.22,50.342,178.18,0.001,Stultz2020
123789-HxCDD,19408-74-3,12,2,2,0,3,390.86108,Rxi17SilMS,344.97,50.341,177.76,0.001,Stultz2020
1234678-HpCDF,67562-39-4,12,1,1,0,3,409.30674,Rxi17SilMS,353.45,51.509,175.93,0.001,Stultz2020
1234678-HPCDD,35822-46-9,12,1,2,0,3,425.30614,Rxi17SilMS,353.57,43.727,37.166,0.001,Stultz2020
123789-HxCDF,72918-21-9,12,2,1,0,3,374.9,Rxi17SilMS,354.15,53.722,176.02,0.001,Stultz2020
